,UNITID,OPEID,OPEID6,SCH_DEG,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,PCIP51,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_2MOR,UGDS_UNKN,UG_WHITENH,UG_BLACKNH,UG_HISPOLD,PPTUG_EF,CURROPER,NPT4_PRIV,NPT41_PRIV,NPT4_048_PRIV,NPT4_3075_PRIV,NUM4_PRIV,NUM41_PRIV,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,C150_L4,C150_L4_POOLED,POOLYRS,D150_L4,D150_L4_POOLED,POOLYRS200,PCTFLOAN,UG25ABV,CDR2,CDR3,D100_L4,DTRANS_L4,ICLEVEL,UGDS_MEN,UGDS_WOMEN,CDR3_DENOM,CDR2_DENOM
521,123493,950900,9509,1.0,1,1,1,1,1,6,8,11.0,38.51651,-121.44111000000001,-2.0,-2.0,-2.0,-2.0,0.5626,695.0,4132.0,0.2,0.2187,0.2058,0.1942,0.0475,0.0835,0.0,0.3952,0.1786,0.1934,0.1453,1,,,,,,,,,,60.0,2508.0,,,0.8856,0.9689,0.90003563941299,2.0,708.0,1431.0,2.0,0.2218,0.5494,0.066,0.10800000000000001,708.0,708.0,2,0.6273,0.3727,46.0,45.0
522,123509,771300,7713,2.0,1,1,2,2,1,6,8,21.0,37.630542999999996,-122.465978,6.0,1.0,3.0,-2.0,0.157,8690.0,8689.0,0.1962,0.0321,0.2902,0.3827,0.0021,0.0527,0.0161,0.3103,0.038,0.1954,0.7205,1,,,,,,,9418.0,1447.0,6199.0,700.0,4053.0,8416.0,0.3918,0.2119,0.1621,0.16667762557076998,2.0,475.0,876.0,2.0,0.0113,0.361,0.063,0.068,475.0,475.0,2,0.4754,0.5246,58.0,47.0
523,123527,127200,1272,2.0,1,1,2,2,1,6,8,12.0,34.088716999999995,-117.313814,4.0,1.0,4.0,-2.0,0.1361,11590.0,12025.0,0.1423,0.12300000000000001,0.6443,0.0446,0.0021,0.0336,0.0038,0.3362,0.1993,0.3442,0.6046,1,,,,,,,12504.0,1238.0,4420.0,546.0,3141.0,8496.0,0.2669,0.3875,0.2074,0.18686875,2.0,781.0,1584.0,2.0,0.0018,0.3938,0.16,0.23199999999999998,781.0,781.0,2,0.4296,0.5704,112.0,175.0
524,123554,130200,1302,3.0,1,1,3,4,2,6,8,41.0,37.83997,-122.10679499999999,18.0,15.0,14.0,30.0,0.0296,2949.0,3035.0,0.4564,0.0387,0.2513,0.1034,0.0031,0.0688,0.0529,0.5463,0.0596,0.1377,0.0851,1,32605.0,26065.0,26267.0,27534.0,427.0,74.0,58362.0,41380.0,41380.0,23532.0,12896.0,10123.0,0.44299999999999995,0.2273,,,2.0,,,2.0,0.5099,0.0779,0.03,0.039,,,1,0.4134,0.5866,1009.0,988.0
525,123563,129200,1292,2.0,1,1,2,2,1,6,8,22.0,38.235513,-122.120232,2.0,1.0,4.0,-2.0,0.0375,8450.0,10507.0,0.3218,0.1486,0.2556,0.1449,0.0025,0.0904,0.024,0.504,0.1531,0.136,0.6213,1,,,,,,,13005.0,1416.0,7386.0,693.0,5874.0,7820.0,0.41600000000000004,0.2477,0.2753,0.25414662420382,2.0,752.0,1570.0,2.0,0.0303,0.3905,0.282,0.282,752.0,752.0,2,0.4056,0.5944,389.0,400.0
526,123572,115600,1156,3.0,1,1,3,4,1,6,8,21.0,38.341023,-122.67326100000001,18.0,13.0,13.0,-2.0,0.0469,8441.0,6211.0,0.5105,0.0219,0.2637,0.0456,0.0053,0.0671,0.0647,0.6368,0.0217,0.0982,0.079,1,,,,,,,22604.0,7276.0,18436.0,6952.0,7664.0,8659.0,0.4395,0.3174,,,2.0,,,2.0,0.4079,0.1152,0.045,0.035,,,1,0.3789,0.6211,1561.0,1464.0
527,123581,2608900,26089,1.0,1,2,1,1,3,6,8,21.0,34.081485,-118.150493,-2.0,-2.0,-2.0,-2.0,0.0,174.0,68.0,0.3276,0.2471,0.3276,0.0345,0.0057,0.046,0.0115,0.4412,0.1471,0.3235,0.0,0,20017.0,19493.0,19511.0,20885.0,105.0,75.0,,,,31738.0,17809.0,4109.0,,0.6708,0.7902,0.8000254054054001,2.0,224.0,370.0,2.0,0.677,0.4898,0.084,0.095,224.0,224.0,2,0.9138,0.0862,231.0,189.0
528,123633,2597300,25973,3.0,1,1,3,4,2,6,8,11.0,33.847936,-117.95866299999999,26.0,11.0,6.0,-2.0,1.0,107.0,0.0,0.1308,0.027999999999999997,0.0374,0.486,0.0,0.0,0.0841,0.0,0.0,0.0,0.0,1,,,,,,,,,,6334.0,1499.0,3817.0,0.2381,0.304,,,,,,,0.336,0.912,0.11800000000000001,0.065,,,1,0.4112,0.5888,76.0,76.0
529,123642,2277400,22774,1.0,1,1,1,2,3,6,8,12.0,33.787946000000005,-117.874109,13.0,3.0,1.0,-2.0,0.24100000000000002,342.0,538.0,0.3567,0.0292,0.3772,0.0877,0.0058,0.0556,0.0819,0.3922,0.0781,0.316,0.3187,1,21265.0,19659.0,19659.0,,9.0,6.0,,,,9285.0,3202.0,3461.0,,0.6164,0.617,0.59154647887323,2.0,47.0,71.0,2.0,0.7481,0.6578,0.102,0.136,47.0,47.0,2,0.0877,0.9123,183.0,204.0
530,123651,129300,1293,3.0,1,1,3,4,2,6,8,12.0,33.662686,-117.90091100000001,20.0,7.0,9.0,27.0,0.1337,1941.0,1470.0,0.45799999999999996,0.0417,0.3617,0.0402,0.0031,0.0505,0.0304,0.7537,0.0401,0.1,0.2257,1,23952.0,19890.0,20131.0,21749.0,362.0,79.0,42756.0,30050.0,30050.0,15711.0,6750.0,7473.0,1.0,0.3858,,,2.0,,,2.0,0.8094,0.2543,0.04,0.044000000000000004,,,1,0.3395,0.6605,673.0,667.0
531,123679,807100,8071,1.0,1,1,1,2,3,6,8,21.0,33.774741,-117.938395,10.0,4.0,2.0,-2.0,1.0,974.0,478.0,0.1294,0.0308,0.4661,0.1828,0.0072,0.0349,0.1191,0.205,0.0921,0.3368,0.0,1,22082.0,22062.0,22082.0,22834.0,119.0,116.0,,,,13757.0,6918.0,6043.0,0.5952,0.6372,0.6866,0.7910461388708601,2.0,836.0,1541.0,2.0,0.6898,0.5501,0.08,0.11,836.0,836.0,2,0.2854,0.7146,677.0,730.0
532,123800,129400,1294,2.0,1,1,2,2,1,6,8,21.0,32.641566999999995,-116.997215,1.0,2.0,5.0,-2.0,0.135,17057.0,17994.0,0.2711,0.0568,0.5064,0.1208,0.0163,0.0,0.0141,0.1687,0.055,0.5526,0.5726,1,,,,,,,10840.0,1336.0,5452.0,314.0,4411.0,8920.0,0.2388,0.2921,0.1858,0.18257651849338,2.0,1550.0,2947.0,2.0,0.0168,0.3248,0.142,0.156,1550.0,1550.0,2,0.4688,0.5312,293.0,246.0
533,123916,408000,4080,,1,1,4,4,2,6,8,12.0,37.876939,-122.261778,24.0,0.0,18.0,93.0,,,,,,,,,,,,,,,1,,,,,,,,,,10630.0,10963.0,9596.0,,,,,,,,,,,0.054000000000000006,0.086,,,1,,,58.0,20.0
534,123943,123000,1230,3.0,1,1,4,4,2,6,8,21.0,33.889819,-117.88615800000001,26.0,0.0,18.0,-2.0,,,,,,,,,,,,,,,1,,,,,,,,,,33097.0,41743.0,8786.0,0.5172,,,,,,,,,,0.0,0.0,,,1,,,102.0,95.0
535,123952,2075800,20758,3.0,1,1,3,4,2,6,8,11.0,34.04365,-118.232703,30.0,14.0,6.0,-2.0,0.0,263.0,19.0,0.2129,0.0228,0.1027,0.1863,0.0,0.019,0.0038,0.1579,0.0,0.4211,0.0342,1,46509.0,42084.0,43465.0,52409.0,7.0,4.0,58142.0,40262.0,40262.0,37339.0,12626.0,10504.0,0.3562,0.4,,,2.0,,,2.0,0.4471,0.2743,0.078,0.046,,,1,0.6502,0.3498,130.0,114.0
536,123961,132800,1328,3.0,1,1,3,4,2,6,8,11.0,34.021058000000004,-118.28385800000001,15.0,15.0,16.0,-2.0,0.0337,18392.0,15705.0,0.3644,0.0436,0.1353,0.225,0.0013,0.0508,0.0479,0.4737,0.0617,0.1374,0.0269,1,28344.0,15013.0,15560.0,19221.0,1115.0,301.0,62092.0,48280.0,48280.0,30675.0,43170.0,13355.0,0.5714,0.2337,,,2.0,,,2.0,0.3729,0.0377,0.013999999999999999,0.012,,,1,0.4945,0.5055,6900.0,5796.0
537,123970,129500,1295,3.0,1,1,4,4,2,6,8,11.0,34.061558000000005,-118.288375,31.0,0.0,18.0,-2.0,,,,,,,,,,,,,,,1,,,,,,,,,,34134.0,13269.0,11646.0,0.7473,,,,,,,,,,0.013999999999999999,0.022000000000000002,,,1,,,352.0,343.0
538,124113,130900,1309,2.0,1,1,2,2,1,6,8,32.0,35.149343,-119.459751,3.0,1.0,3.0,-2.0,0.2005,4830.0,7331.0,0.335,0.0563,0.54,0.0296,0.0064,0.0251,0.0035,0.5582,0.081,0.2957,0.7602,1,,,,,,,12554.0,1380.0,7170.0,796.0,6427.0,8887.0,0.4427,0.1841,0.2691,0.26302739726027,2.0,327.0,730.0,2.0,0.0,0.5158,0.0,,327.0,327.0,2,0.6294,0.3706,,0.0
539,124283,128800,1288,3.0,1,1,4,4,2,6,8,21.0,34.107602,-117.71525600000001,24.0,0.0,18.0,71.0,,,,,,,,,,,,,,,1,,,,,,,,,,3377.0,13361.0,7009.0,1.0,,,,,,,,,,0.057999999999999996,0.042,,,1,,,47.0,51.0
540,124292,2358000,23580,3.0,1,1,3,3,2,6,8,42.0,34.429009,-119.08714099999999,21.0,14.0,8.0,30.0,0.0,378.0,277.0,0.7063,0.0,0.1508,0.0106,0.0026,0.0661,0.0265,0.8014,0.0072,0.0794,0.0,1,20460.0,13868.0,15173.0,16348.0,68.0,4.0,35716.0,24500.0,24500.0,12606.0,11783.0,9237.0,1.0,0.34700000000000003,,,2.0,,,2.0,0.735,0.0164,0.0,0.012,,,1,0.5106,0.4894,77.0,88.0
541,124344,2054900,20549,1.0,1,3,1,1,3,6,8,21.0,33.61932,-117.704674,-2.0,-2.0,-2.0,-2.0,0.0,496.0,20.0,0.2782,0.0484,0.6028,0.0222,0.0121,0.006,0.0282,0.75,0.0,0.15,0.2238,0,13237.0,12737.0,12796.0,13867.0,229.0,171.0,,,,10857.0,5317.0,,,0.8179,0.5827,0.5874885,2.0,278.0,400.0,2.0,0.7252,0.3486,0.185,0.215,278.0,278.0,3,0.0242,0.9758,158.0,135.0
542,124487,3403300,34033,2.0,1,1,3,3,2,6,8,21.0,38.64499,-121.36222099999999,24.0,5.0,6.0,27.0,0.0,208.0,,0.375,0.1971,0.1298,0.0385,0.0192,0.10099999999999999,0.1154,,,,0.7308,1,21581.0,21600.0,21866.0,21562.0,6.0,3.0,24963.0,9689.0,9689.0,11427.0,4769.0,1367.0,0.3056,0.7197,,,4.0,,,4.0,0.6402,0.6815,0.015,0.222,,,1,0.5144,0.4856,90.0,65.0
543,124681,2559300,25593,1.0,1,9,1,2,3,6,8,21.0,33.986057,-118.226206,13.0,4.0,3.0,-2.0,0.473,3564.0,1765.0,0.0769,0.1111,0.6176,0.0205,0.0034,0.0194,0.1445,0.085,0.1688,0.6091,0.0,1,20031.0,19756.0,19730.0,20951.0,470.0,408.0,,,,8130.0,3960.0,4350.0,0.152,0.5853,0.6684,0.6923487203135799,2.0,5456.0,21685.0,2.0,0.4913,0.3777,0.13,0.259,5456.0,5456.0,2,0.3676,0.6324,13982.0,9731.0
544,124706,853700,8537,1.0,1,1,1,2,3,6,8,12.0,34.06722,-117.28398,10.0,4.0,2.0,-2.0,1.0,668.0,551.0,0.1751,0.1228,0.5075,0.0449,0.0015,0.0569,0.0793,0.2287,0.1779,0.4192,0.0,1,20729.0,20554.0,20568.0,24329.0,86.0,82.0,,,,13469.0,6310.0,5584.0,0.8033,0.4558,0.757,0.68008949107732,2.0,642.0,1513.0,2.0,0.5720000000000001,0.5710000000000001,0.095,0.115,642.0,642.0,2,0.226,0.774,799.0,850.0
545,124779,1244600,12446,1.0,1,2,1,1,3,6,8,21.0,33.959435,-118.292148,-2.0,-2.0,-2.0,-2.0,0.0,28.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9677,0.0215,0.1071,1,14021.0,14021.0,14021.0,,9.0,9.0,,,,2099.0,4274.0,,,0.7843,0.3125,0.28891333333333,2.0,16.0,45.0,2.0,0.0,0.4242,0.0,,16.0,16.0,3,0.0,1.0,,0.0
546,124937,760700,7607,1.0,1,1,1,2,3,6,8,11.0,34.186464,-118.403755,10.0,4.0,2.0,-2.0,1.0,620.0,444.0,0.1339,0.0516,0.5677,0.1081,0.0032,0.0145,0.079,0.2477,0.1532,0.3266,0.0,1,21316.0,21273.0,21298.0,22372.0,102.0,98.0,,,,13257.0,6531.0,5586.0,0.7647,0.4176,0.6165,0.7408918604651099,2.0,571.0,1204.0,2.0,0.5708,0.373,0.08199999999999999,0.114,571.0,571.0,2,0.3871,0.6129,621.0,633.0
547,125028,133400,1334,2.0,1,1,2,2,1,6,8,12.0,34.277035,-119.230659,1.0,1.0,4.0,-2.0,0.0674,11763.0,11837.0,0.2991,0.0248,0.5658,0.047,0.0048,0.0371,0.0173,0.5253,0.0259,0.3043,0.6344,1,,,,,,,8849.0,1388.0,7050.0,643.0,3496.0,8144.0,0.3145,0.2646,0.2769,0.28494137931034,2.0,1134.0,2088.0,2.0,0.0333,0.3039,0.14400000000000002,0.182,1134.0,1134.0,2,0.4517,0.5483,406.0,319.0
548,125082,2128200,21282,1.0,1,1,1,1,3,6,8,12.0,34.528578,-117.303918,-2.0,-2.0,-2.0,-2.0,0.0,97.0,72.0,0.3918,0.1443,0.4021,0.0206,0.0103,0.0309,0.0,0.5972,0.1111,0.2361,0.0309,0,12083.0,11303.0,11507.0,12382.0,45.0,28.0,,,,9556.0,1915.0,,,0.8312,0.7358,0.62854142857142,2.0,53.0,140.0,2.0,0.6948,0.2381,0.10300000000000001,0.121,53.0,53.0,3,0.0515,0.9485,107.0,116.0
549,125091,133500,1335,2.0,1,1,2,2,1,6,8,12.0,34.472231,-117.26145600000001,1.0,1.0,4.0,-2.0,0.1512,9811.0,9221.0,0.3124,0.1183,0.4858,0.0222,0.0036,0.0463,0.0082,0.6389,0.0818,0.2228,0.5955,1,,,,,,,13622.0,1114.0,5746.0,394.0,5111.0,10313.0,0.2347,0.4426,0.1519,0.15530982567353,2.0,915.0,1893.0,2.0,0.0,0.3739,0.174,0.22699999999999998,915.0,915.0,2,0.4297,0.5703,858.0,849.0
550,125170,2242700,22427,2.0,1,1,1,2,1,6,8,12.0,37.870470000000005,-122.26979299999999,3.0,1.0,3.0,-2.0,0.0027,5917.0,3984.0,0.2758,0.1798,0.243,0.1643,0.003,0.0706,0.0482,0.3584,0.2216,0.0996,0.7886,1,,,,,,,14551.0,1144.0,6256.0,1088.0,3167.0,7638.0,0.2511,0.1892,0.1711,0.18020495049504,2.0,263.0,505.0,2.0,0.0216,0.4043,0.128,0.11199999999999999,263.0,263.0,2,0.4467,0.5533,107.0,156.0
551,125231,2504200,25042,3.0,1,1,3,4,3,27,4,11.0,44.98137,-93.265741,17.0,5.0,15.0,-2.0,0.3974,8658.0,,0.3927,0.33399999999999996,0.07,0.0158,0.0043,0.0216,0.1499,,,,0.9061,1,27851.0,28535.0,27851.0,27167.0,2.0,1.0,30930.0,12240.0,12240.0,8928.0,2921.0,6627.0,0.0548,0.465,,,4.0,,,,0.6614,0.8741,0.06,0.068,,,1,0.2367,0.7633,17458.0,15848.0
552,125310,2061600,20616,1.0,1,1,1,1,3,6,8,12.0,36.700462,-121.6523,-2.0,-2.0,-2.0,-2.0,0.0,34.0,,0.0588,0.0,0.9412,0.0,0.0,0.0,0.0,,,,0.3529,1,6787.0,6574.0,6574.0,6999.0,8.0,4.0,,,,7310.0,3374.0,,,0.6609999999999999,,,,,,,0.0,0.4286,0.0,,,,3,0.0,1.0,,0.0
553,125462,117600,1176,2.0,1,1,2,2,1,6,8,32.0,36.147890999999994,-120.356747,5.0,1.0,2.0,-2.0,0.2938,2534.0,4344.0,0.1863,0.0699,0.6294,0.0406,0.0059,0.0185,0.0268,0.4128,0.0741,0.4192,0.659,1,,,,,,,12570.0,1380.0,8490.0,680.0,4275.0,7897.0,0.375,0.3339,0.2851,0.25287723735407996,2.0,249.0,514.0,2.0,0.0625,0.3097,0.149,0.29100000000000004,249.0,249.0,2,0.395,0.605,168.0,194.0
554,125471,859600,8596,1.0,1,1,2,2,1,6,8,21.0,34.005578,-118.387578,5.0,1.0,3.0,-2.0,0.0887,9292.0,10404.0,0.1295,0.2916,0.4219,0.055,0.0029,0.0352,0.0387,0.1001,0.4008,0.2083,0.7756,1,,,,,,,12370.0,1220.0,6810.0,780.0,5100.0,5781.0,0.2571,0.305,0.1554,0.14260332986472,2.0,457.0,961.0,2.0,0.0374,0.4927,0.121,0.14300000000000002,457.0,457.0,2,0.4104,0.5896,314.0,256.0
555,125499,133800,1338,2.0,1,1,2,2,1,6,8,21.0,37.263133,-122.009701,3.0,1.0,3.0,-2.0,0.0571,7736.0,10719.0,0.4659,0.0273,0.2602,0.1492,0.0019,0.0518,0.0286,0.5956,0.0289,0.126,0.6615,1,,,,,,,15863.0,1186.0,4978.0,1025.0,6142.0,7633.0,0.4514,0.1567,0.2947,0.28851521606816,2.0,767.0,1643.0,2.0,0.0055,0.3712,0.132,0.179,767.0,767.0,2,0.4475,0.5525,117.0,113.0
556,125532,974800,9748,1.0,1,7,2,2,3,6,8,21.0,38.561777,-121.36891999999999,10.0,3.0,2.0,-2.0,0.9387,1385.0,574.0,0.3726,0.1112,0.2484,0.1011,0.0116,0.0513,0.083,0.5261,0.1411,0.1934,0.1343,1,17911.0,17778.0,17815.0,17617.0,35.0,19.0,,,,15742.0,5183.0,6157.0,0.3137,0.7001,0.4542,0.46323994452149,2.0,295.0,721.0,2.0,0.6241,0.517,0.172,0.151,295.0,295.0,2,0.1227,0.8773,4367.0,5346.0
557,125718,2276800,22768,3.0,1,1,4,4,2,6,8,21.0,33.121446999999996,-117.046371,24.0,0.0,18.0,-2.0,,,,,,,,,,,,,,,1,,,,,,,,,,7888.0,9721.0,7264.0,0.9375,,,,,,,,,,0.0,0.027000000000000003,,,1,,,36.0,26.0
558,125727,134100,1341,3.0,1,1,3,3,2,6,8,22.0,34.449265000000004,-119.66193200000001,21.0,14.0,11.0,-2.0,0.0,1297.0,1323.0,0.6515,0.0146,0.1349,0.0709,0.0015,0.0771,0.0316,0.8345,0.0098,0.0771,0.0015,1,30370.0,23143.0,22963.0,25273.0,186.0,18.0,53670.0,39990.0,39990.0,20556.0,14047.0,7654.0,0.6009,0.2041,,,2.0,,,2.0,0.5443,0.0092,0.037000000000000005,0.016,,,1,0.3978,0.6022,310.0,292.0
559,125763,134200,1342,3.0,1,1,3,4,2,6,8,21.0,33.977625,-118.028402,21.0,12.0,11.0,-2.0,0.0,1624.0,1294.0,0.3128,0.0548,0.4433,0.0991,0.0074,0.04,0.0037,0.5193,0.0572,0.2682,0.0191,1,32984.0,11378.0,12726.0,24065.0,323.0,84.0,50361.0,41836.0,41836.0,24728.0,11796.0,8993.0,0.6047,0.3684,,,2.0,,,2.0,0.7071,0.0223,0.037000000000000005,0.043,,,1,0.4483,0.5517,570.0,591.0
560,125897,134300,1343,3.0,1,1,3,4,2,6,8,11.0,34.209226,-118.34069199999999,19.0,11.0,9.0,-2.0,0.0,1331.0,1135.0,0.3509,0.0376,0.2682,0.0781,0.0023,0.0278,0.0045,0.3841,0.07400000000000001,0.289,0.1277,1,24268.0,21953.0,22014.0,21033.0,72.0,28.0,44211.0,35048.0,35048.0,19323.0,11338.0,7005.0,0.25,0.4849,,,2.0,,,2.0,0.6573,0.2579,0.047,0.078,,,1,0.5019,0.4981,435.0,442.0
561,126012,884600,8846,3.0,1,1,4,4,2,6,8,12.0,37.868221000000005,-122.25316799999999,26.0,0.0,18.0,-2.0,,,,,,,,,,,,,,,1,,,,,,,,,,21081.0,12111.0,7003.0,0.2667,,,,,,,,,,0.01,0.01,,,1,,,92.0,94.0
562,126030,2179937,21799,3.0,0,28,4,4,3,6,8,21.0,33.880672,-117.890274,31.0,0.0,18.0,-2.0,,,,,,,,,,,,,,,1,,,,,,,,,,26427.0,12470.0,8217.0,0.3768,,,,,,,,,,0.14,0.132,,,1,,,18013.0,19554.0
563,126049,1085400,10854,3.0,1,1,4,4,2,6,8,11.0,32.71014,-117.154191,31.0,0.0,18.0,-2.0,,,,,,,,,,,,,,,1,,,,,,,,,,45599.0,8477.0,13672.0,0.5522,,,,,,,,,,0.019,0.018000000000000002,,,1,,,442.0,352.0
564,126076,2262400,22624,3.0,1,1,3,3,2,6,8,11.0,34.085494,-118.34668799999999,24.0,11.0,8.0,-2.0,0.0,163.0,71.0,0.9693,0.0,0.0,0.0,0.0,0.0,0.0,0.9859,0.0,0.0,0.0,1,5309.0,4482.0,4590.0,4956.0,36.0,11.0,24850.0,13300.0,13300.0,10376.0,7998.0,5852.0,0.6667,0.3893,,,2.0,,,2.0,0.0,0.0,0.0,,,,1,1.0,0.0,,0.0
565,126119,134400,1344,2.0,1,1,2,2,1,6,8,22.0,39.125995,-121.53931599999999,1.0,2.0,3.0,-2.0,0.1627,6062.0,10295.0,0.4294,0.0383,0.3044,0.1137,0.012,0.061,0.037000000000000005,0.5965,0.0401,0.226,0.5523,1,,,,,,,11447.0,1144.0,6184.0,369.0,5825.0,7690.0,0.2724,0.4246,0.24100000000000002,0.22264655870445002,2.0,614.0,1235.0,2.0,0.0,0.3883,0.293,0.257,614.0,614.0,2,0.4027,0.5973,280.0,286.0
566,126164,2165200,21652,1.0,1,1,1,1,3,8,7,13.0,39.07799,-108.56496100000001,-2.0,-2.0,-2.0,-2.0,0.0,75.0,60.0,0.7467,0.0,0.16,0.0133,0.0,0.08,0.0,0.8333,0.0333,0.1333,0.0,1,10884.0,10164.0,10327.0,11254.0,44.0,27.0,,,,7912.0,2468.0,,,0.3806,0.7455,0.770025,2.0,55.0,100.0,2.0,0.4925,0.2778,0.0,0.033,55.0,55.0,2,0.0,1.0,60.0,60.0
567,126182,134500,1345,3.0,1,1,3,4,1,8,7,33.0,37.477238,-105.88094299999999,18.0,11.0,10.0,-2.0,0.0388,2110.0,2080.0,0.5071,0.0706,0.318,0.0109,0.0152,0.045,0.0289,0.637,0.0351,0.2755,0.1474,1,,,,,,,19043.0,8014.0,18814.0,6568.0,8399.0,5861.0,0.479,0.5175,,,2.0,,,2.0,0.6305,0.2106,0.07200000000000001,0.09300000000000001,,,1,0.5156,0.4844,1183.0,967.0
568,126207,758200,7582,1.0,1,1,1,2,1,8,7,13.0,40.409037,-104.764335,8.0,1.0,3.0,-2.0,0.3275,3683.0,6948.0,0.5721,0.0174,0.3617,0.0119,0.0054,0.0201,0.0087,0.7329,0.0154,0.1985,0.5246,1,,,,,,,14170.0,1835.0,10424.0,2981.0,7641.0,6348.0,1.0,0.4105,0.2546,0.26804533508541,2.0,432.0,761.0,2.0,0.3197,0.3941,0.19699999999999998,0.16399999999999998,432.0,432.0,2,0.4116,0.5884,1096.0,1023.0
569,126289,134600,1346,1.0,1,1,1,2,1,8,7,21.0,39.607504999999996,-105.018631,9.0,1.0,3.0,-2.0,0.3234,8627.0,7436.0,0.6273,0.03,0.1749,0.0294,0.0067,0.0383,0.0829,0.7733,0.0208,0.0765,0.8204,1,,,,,,,13599.0,3392.0,12690.0,4555.0,3733.0,4832.0,0.2146,0.3736,0.1845,0.18189041394335,2.0,466.0,918.0,2.0,0.3366,0.5019,0.16,0.14400000000000002,466.0,466.0,2,0.4573,0.5427,2523.0,1821.0
570,126359,1267000,12670,2.0,1,1,2,2,3,8,7,11.0,39.686066,-104.87529199999999,10.0,4.0,1.0,-2.0,1.0,489.0,608.0,0.7239,0.0307,0.1207,0.0164,0.0,0.0613,0.045,0.903,0.0362,0.0444,0.0,1,20440.0,18895.0,19392.0,21544.0,98.0,51.0,22889.0,11213.0,11213.0,6473.0,3395.0,4459.0,0.7778,0.5347,0.5862,0.56000114285714,2.0,174.0,350.0,2.0,0.8108,0.4444,0.032,0.044000000000000004,174.0,174.0,2,0.1288,0.8712,450.0,372.0
571,126401,450300,4503,1.0,1,4,1,2,3,8,7,11.0,38.807095000000004,-104.740267,8.0,3.0,1.0,-2.0,0.8118,330.0,578.0,0.4182,0.2485,0.1667,0.0061,0.0212,0.1061,0.0152,0.474,0.1522,0.1298,0.1788,1,19319.0,18666.0,19027.0,23669.0,23.0,20.0,25751.0,14400.0,14400.0,10363.0,4801.0,7023.0,,0.7738,0.5222,0.5274064162754301,2.0,316.0,639.0,2.0,0.5758,0.5758,0.136,0.185,316.0,316.0,2,0.3091,0.6909,1572.0,1322.0
572,126562,450800,4508,3.0,1,1,3,4,1,8,7,11.0,39.74603,-104.99918100000001,16.0,9.0,15.0,-2.0,0.1489,10786.0,8093.0,0.5049,0.0485,0.1724,0.0974,0.0036,0.0442,0.0324,0.5511,0.0382,0.0972,0.2606,1,,,,,,,19096.0,8500.0,22852.0,13347.0,26708.0,9568.0,0.6694,0.2701,,,2.0,,,2.0,0.3595,0.2507,0.045,0.031,,,1,0.4702,0.5298,4656.0,4120.0
573,126580,450900,4509,3.0,1,1,3,4,1,8,7,11.0,38.892734999999995,-104.800296,18.0,9.0,12.0,-2.0,0.1425,9310.0,4967.0,0.6733,0.0363,0.1549,0.0296,0.0047,0.0684,0.0189,0.7675,0.0407,0.0876,0.215,1,,,,,,,18890.0,7462.0,17494.0,10048.0,7093.0,6840.0,0.6141,0.3183,,,2.0,,,2.0,0.473,0.2405,0.022000000000000002,0.027999999999999997,,,1,0.4757,0.5243,2143.0,1919.0
574,126605,729700,7297,2.0,1,1,2,2,3,8,7,13.0,39.914821999999994,-105.119096,11.0,3.0,1.0,-2.0,0.0,552.0,1188.0,0.5399,0.0634,0.1957,0.0072,0.0417,0.0435,0.0996,0.7593,0.0648,0.0951,0.163,1,19917.0,19541.0,19637.0,23477.0,97.0,88.0,24563.0,15266.0,15266.0,12664.0,4592.0,3676.0,,0.6459999999999999,0.5957,0.5547098113207499,2.0,141.0,265.0,2.0,0.6714,0.5984,0.133,0.132,141.0,141.0,2,0.9185,0.0815,497.0,441.0
575,126614,137000,1370,3.0,1,1,3,4,1,8,7,13.0,40.004415,-105.26706100000001,15.0,14.0,16.0,-2.0,0.0116,25873.0,23612.0,0.7225,0.0162,0.1009,0.0538,0.0027,0.0426,0.0108,0.8026,0.0179,0.0549,0.0667,1,,,,,,,28887.0,10789.0,33151.0,17532.0,14987.0,10452.0,0.6936,0.1753,,,2.0,,,2.0,0.3212,0.067,0.046,0.027000000000000003,,,1,0.5595,0.4405,4774.0,4575.0
576,126669,940100,9401,3.0,1,1,3,4,2,8,7,12.0,39.711701,-105.09483600000002,19.0,5.0,12.0,88.0,0.1264,3657.0,1843.0,0.6918,0.0922,0.1165,0.0139,0.0066,0.0386,0.0369,0.7976,0.064,0.0537,0.5835,1,23698.0,21405.0,22235.0,23607.0,217.0,45.0,38130.0,26430.0,26430.0,13179.0,3354.0,5832.0,0.1635,0.3087,,,2.0,,,2.0,0.5214,0.45,0.040999999999999995,0.079,,,1,0.3361,0.6639,1082.0,885.0
