,UNITID,OPEID,OPEID6,SCH_DEG,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,PCIP51,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_2MOR,UGDS_UNKN,UG_WHITENH,UG_BLACKNH,UG_HISPOLD,PPTUG_EF,CURROPER,NPT4_PRIV,NPT41_PRIV,NPT4_048_PRIV,NPT4_3075_PRIV,NUM4_PRIV,NUM41_PRIV,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,C150_L4,C150_L4_POOLED,POOLYRS,D150_L4,D150_L4_POOLED,POOLYRS200,PCTFLOAN,UG25ABV,CDR2,CDR3,D100_L4,DTRANS_L4,ICLEVEL,UGDS_MEN,UGDS_WOMEN,CDR3_DENOM,CDR2_DENOM
0,100654,100200,1002,3.0,1,1,3,4,1,1,5,12.0,34.783367999999996,-86.568502,18.0,10.0,13.0,-2.0,0.0,4206.0,4380.0,0.0333,0.9353,0.0055,0.0019,0.0024,0.0,0.0138,0.0459,0.9055,0.0027,0.0656,1,,,,,,,21475.0,9096.0,16596.0,9427.0,7437.0,6892.0,0.8967,0.7356,,,2.0,,,2.0,0.8284,0.1049,0.114,0.172,,,1,0.4831,0.5169,1895.0,1574.0
1,100663,105200,1052,3.0,1,1,3,4,1,1,5,12.0,33.50223,-86.80917,15.0,9.0,15.0,-2.0,0.2084,11383.0,10331.0,0.5922,0.26,0.0283,0.0518,0.0022,0.0368,0.01,0.6124,0.2861,0.0101,0.2607,1,,,,,,,20621.0,7510.0,17062.0,9899.0,17920.0,9957.0,0.9072,0.34600000000000003,,,2.0,,,2.0,0.5214,0.2422,0.06,0.062,,,1,0.4169,0.5831,3937.0,3481.0
2,100690,2503400,25034,3.0,1,1,3,4,2,1,5,12.0,32.362609,-86.17401,20.0,5.0,6.0,74.0,0.0,291.0,98.0,0.299,0.4192,0.0069,0.0034,0.0,0.0,0.2715,0.6837,0.2347,0.0612,0.4536,1,12992.0,12992.0,12992.0,,3.0,3.0,16370.0,6900.0,6900.0,12459.0,5532.0,3430.0,0.6,0.6801,,,4.0,,,4.0,0.7795,0.8540000000000001,0.071,0.122,,,1,0.3986,0.6014,344.0,336.0
3,100706,105500,1055,3.0,1,1,3,4,1,1,5,12.0,34.722818,-86.63842,16.0,9.0,12.0,-2.0,0.21100000000000002,5451.0,5220.0,0.6988,0.1255,0.0382,0.0376,0.0143,0.0172,0.035,0.6912,0.1435,0.0186,0.2146,1,,,,,,,21107.0,9158.0,21232.0,8956.0,10211.0,9302.0,0.6221,0.3072,,,2.0,,,2.0,0.4596,0.264,0.077,0.061,,,1,0.5733,0.4267,1513.0,1392.0
4,100724,100500,1005,3.0,1,1,3,4,1,1,5,12.0,32.364317,-86.295677,19.0,10.0,13.0,-2.0,0.0888,4811.0,4348.0,0.0158,0.9208,0.0121,0.0019,0.001,0.0098,0.0137,0.0435,0.9172,0.0028,0.0892,1,,,,,,,18184.0,8720.0,15656.0,7733.0,7618.0,6609.0,0.6539,0.7347,,,2.0,,,2.0,0.7554,0.127,0.132,0.156,,,1,0.3877,0.6123,2137.0,1961.0
5,100751,105100,1051,3.0,1,1,3,4,1,1,5,13.0,33.2144,-87.545766,16.0,14.0,16.0,-2.0,0.0912,29851.0,15318.0,0.7825,0.1119,0.0348,0.0106,0.0038,0.0261,0.0026,0.8053,0.145,0.0086,0.0844,1,,,,,,,26400.0,9826.0,24950.0,12791.0,10239.0,9667.0,0.7045,0.204,,,2.0,,,2.0,0.401,0.0853,0.066,0.063,,,1,0.45799999999999996,0.542,5023.0,4678.0
6,100760,100700,1007,2.0,1,1,2,2,1,1,5,32.0,32.924428999999996,-85.94653000000001,1.0,2.0,2.0,-2.0,0.1372,1592.0,1577.0,0.7255,0.2613,0.0044,0.0025,0.0044,0.0,0.0019,0.773,0.20800000000000002,0.0044,0.3882,1,,,,,,,12054.0,3491.0,6576.0,2100.0,6847.0,5815.0,0.4338,0.5892,0.1397,0.11515537679932,2.0,587.0,1181.0,2.0,0.3977,0.3153,0.204,0.21899999999999997,587.0,587.0,2,0.3756,0.6244,656.0,588.0
7,100812,100800,1008,3.0,1,1,3,3,1,1,5,31.0,34.805625,-86.96514,22.0,5.0,9.0,-2.0,0.0108,2991.0,2662.0,0.7823,0.12,0.0191,0.0053,0.0157,0.0174,0.0334,0.8392,0.1187,0.0038,0.5517,1,,,,,,,,,,5476.0,6446.0,7711.0,0.4559,0.4088,,,,,,,0.6296,0.6409999999999999,0.067,0.086,,,1,0.3434,0.6566,929.0,892.0
8,100830,831000,8310,3.0,1,1,3,4,1,1,5,12.0,32.369939,-86.177351,18.0,9.0,12.0,-2.0,0.1851,4304.0,4098.0,0.5328,0.3376,0.0074,0.0221,0.0044,0.0297,0.0246,0.6318,0.3189,0.0112,0.2853,1,,,,,,,17903.0,9080.0,19640.0,8071.0,6837.0,7255.0,0.9538,0.4192,,,2.0,,,2.0,0.5803,0.293,0.09,0.106,,,1,0.3648,0.6352,1867.0,1653.0
9,100858,100900,1009,3.0,1,1,3,4,1,1,5,13.0,32.604684999999996,-85.482782,16.0,15.0,15.0,-2.0,0.0491,20514.0,18326.0,0.8507,0.0704,0.0248,0.0227,0.0074,0.0,0.013999999999999999,0.8959999999999999,0.0694,0.0083,0.0862,1,,,,,,,25282.0,10200.0,27384.0,14135.0,11704.0,9487.0,0.8816,0.161,,,2.0,,,2.0,0.3494,0.0415,0.045,0.045,,,1,0.5103,0.4897,3772.0,3475.0
10,100937,101200,1012,3.0,1,1,3,3,2,1,5,12.0,33.515453,-86.853636,21.0,14.0,11.0,71.0,0.0,1180.0,1395.0,0.7983,0.1102,0.0195,0.0517,0.0102,0.0051,0.0051,0.8437,0.1039,0.005,0.0017,1,18728.0,13621.0,14123.0,16083.0,202.0,38.0,45162.0,31708.0,31708.0,10266.0,10658.0,7451.0,0.6419,0.192,,,2.0,,,2.0,0.4809,0.0152,0.085,0.044000000000000004,,,1,0.5381,0.4619,267.0,221.0
11,101028,1218200,12182,2.0,1,1,2,2,1,1,5,41.0,32.42391,-85.031485,1.0,2.0,2.0,-2.0,0.3239,1727.0,1748.0,0.4661,0.4372,0.0492,0.0127,0.0023,0.0151,0.0139,0.5955,0.3387,0.0303,0.4198,1,,,,,,,6860.0,4320.0,7710.0,1641.0,4207.0,5878.0,0.2721,0.6369,0.1186,0.12587551020408,2.0,312.0,588.0,2.0,0.2537,0.3876,0.096,0.11,312.0,312.0,2,0.3683,0.6317,109.0,186.0
12,101073,1055400,10554,3.0,1,1,3,3,2,1,5,32.0,32.42443,-87.023531,22.0,11.0,8.0,68.0,0.0,322.0,532.0,0.027999999999999997,0.8758,0.0373,0.0093,0.0,0.0031,0.0,0.0432,0.8947,0.0,0.1056,1,12329.0,11675.0,11770.0,13254.0,147.0,102.0,17603.0,10320.0,10320.0,5768.0,6755.0,5812.0,0.6389,0.8667,,,2.0,,,2.0,0.9333,0.2367,0.223,0.315,,,1,0.5589999999999999,0.441,358.0,210.0
13,101116,1303906,13039,3.0,0,16,2,4,3,1,5,12.0,32.342684000000006,-86.216488,22.0,7.0,6.0,-2.0,0.537,522.0,207.0,0.3046,0.6054,0.0153,0.0153,0.0153,0.0,0.0326,0.256,0.7440000000000001,0.0,0.3238,1,23048.0,22227.0,22169.0,23431.0,24.0,15.0,27870.0,16360.0,16360.0,14833.0,6605.0,4517.0,0.2273,0.6845,,,2.0,,,4.0,0.7129,0.5726,0.174,0.17,,,1,0.2625,0.7375,19661.0,20558.0
14,101143,101500,1015,2.0,1,1,2,2,1,1,5,32.0,31.297496000000002,-85.836956,8.0,2.0,2.0,-2.0,0.0106,1729.0,1590.0,0.6408,0.2435,0.0509,0.0202,0.0081,0.0254,0.0069,0.7195,0.1899,0.0333,0.3823,1,,,,,,,8676.0,3976.0,7140.0,2055.0,5522.0,6309.0,0.4296,0.4895,0.0881,0.10909603174603,2.0,488.0,1008.0,2.0,0.2263,0.3399,0.177,0.23199999999999998,488.0,488.0,2,0.5396,0.4604,499.0,461.0
15,101161,106000,1060,2.0,1,1,2,2,1,1,5,32.0,30.852045,-87.779758,1.0,2.0,3.0,-2.0,0.244,4286.0,2775.0,0.6979,0.2259,0.032,0.0084,0.0177,0.0152,0.0009,0.8595,0.1124,0.0058,0.4104,1,,,,,,,11194.0,4260.0,7650.0,2423.0,4157.0,6119.0,0.5749,0.4725,0.1093,0.10416259620318,2.0,906.0,1949.0,2.0,0.3741,0.2909,0.11900000000000001,0.162,906.0,906.0,2,0.3682,0.6318,1107.0,1010.0
16,101189,100300,1003,3.0,1,1,3,4,2,1,5,12.0,32.384181,-86.21641,20.0,9.0,10.0,74.0,0.0231,2367.0,612.0,0.3874,0.5137,0.0258,0.0042,0.0063,0.0173,0.0258,0.5784,0.3725,0.0131,0.2302,1,20240.0,19247.0,19887.0,20999.0,245.0,83.0,30116.0,18750.0,18750.0,11127.0,5826.0,6485.0,0.425,0.5812,,,2.0,,,2.0,0.7253,0.4589,0.077,0.1,,,1,0.3954,0.6046,1417.0,1416.0
17,101240,101700,1017,2.0,1,1,2,2,1,1,5,13.0,33.991865999999995,-85.991299,8.0,2.0,3.0,-2.0,0.3231,4917.0,4787.0,0.6921,0.2076,0.0305,0.0047,0.0128,0.0185,0.0169,0.7556,0.1746,0.0079,0.4523,1,,,,,,,10243.0,3168.0,5880.0,1702.0,5831.0,6185.0,0.4859,0.5734,0.1283,0.13679900103341,2.0,1380.0,2903.0,2.0,0.0,0.3733,0.142,,1380.0,1380.0,2,0.4015,0.5985,,7.0
18,101277,4187200,41872,1.0,1,1,1,1,3,1,5,32.0,34.27871,-86.196931,-2.0,-2.0,-2.0,-2.0,0.0,115.0,,0.8957,0.0348,0.0696,0.0,0.0,0.0,0.0,,,,0.0783,1,9991.0,9991.0,9991.0,,51.0,51.0,,,,7986.0,1961.0,,,0.8224,0.7321,0.73330888888888,2.0,56.0,90.0,2.0,0.8553,0.3933,,,56.0,56.0,3,0.0174,0.9826,,
19,101286,101800,1018,2.0,1,1,2,2,1,1,5,41.0,31.316086,-85.46355,7.0,2.0,3.0,-2.0,0.3509,4293.0,3612.0,0.6273,0.324,0.0221,0.0072,0.0049,0.0126,0.0009,0.7096,0.2539,0.0108,0.4787,1,,,,,,,8735.0,3960.0,7350.0,1928.0,6181.0,5479.0,0.5751,0.5501,0.1481,0.14854555844154999,2.0,972.0,1925.0,2.0,0.0,0.392,0.0,,972.0,972.0,2,0.3534,0.6466,,0.0
20,101295,787100,7871,2.0,1,1,2,2,1,1,5,32.0,34.073409999999996,-86.781745,7.0,2.0,3.0,-2.0,0.5148,4920.0,4696.0,0.863,0.0612,0.0362,0.0065,0.0089,0.0,0.0183,0.9508,0.0345,0.0036,0.4203,1,,,,,,,11703.0,4260.0,7650.0,2551.0,5159.0,6018.0,0.4214,0.5026,0.2358,0.21354275618373997,2.0,895.0,1981.0,2.0,0.4192,0.3229,0.165,0.18600000000000003,895.0,895.0,2,0.375,0.625,1744.0,1479.0
21,101301,569900,5699,2.0,1,1,2,2,1,1,5,32.0,32.445611,-87.01324,9.0,2.0,2.0,-2.0,0.1084,1513.0,1445.0,0.1956,0.7449,0.0026,0.004,0.0013,0.0033,0.0443,0.4997,0.4927,0.0028,0.384,1,,,,,,,13756.0,3960.0,7350.0,1184.0,5861.0,5134.0,0.5362,0.7645,0.2021,0.22628647281921,2.0,376.0,791.0,2.0,0.0,0.3318,0.0,,376.0,376.0,2,0.3543,0.6457,,0.0
22,101365,962107,9621,2.0,0,11,1,4,3,1,5,21.0,33.468105,-86.832299,23.0,5.0,6.0,-2.0,0.7525,302.0,534.0,0.3543,0.5265,0.0166,0.0066,0.0,0.0563,0.0397,0.6311,0.3689,0.0,0.5497,1,22103.0,21885.0,22024.0,25070.0,24.0,22.0,26200.0,12790.0,12790.0,11395.0,5800.0,5065.0,0.36,0.6541,,,2.0,,,2.0,0.7736,0.7813,0.11699999999999999,0.11599999999999999,,,1,0.3576,0.6424,6147.0,5337.0
23,101435,101900,1019,3.0,1,1,3,3,2,1,5,12.0,32.350939000000004,-86.285313,22.0,9.0,7.0,71.0,0.0254,1149.0,657.0,0.6388,0.1993,0.0252,0.0078,0.0122,0.0261,0.0827,0.8661,0.0639,0.0015,0.2097,1,19040.0,16817.0,17235.0,19259.0,201.0,59.0,32370.0,24550.0,24550.0,10131.0,6435.0,5772.0,0.4571,0.3982,,,2.0,,,2.0,0.7153,0.1937,0.078,0.102,,,1,0.5065,0.4935,370.0,342.0
24,101453,2199700,21997,3.0,1,1,3,4,2,1,5,13.0,34.859089000000004,-87.662062,24.0,5.0,6.0,74.0,0.0,62.0,95.0,0.7419,0.1129,0.0484,0.0,0.0323,0.0,0.0323,0.7579,0.1158,0.0211,0.4355,1,10369.0,10594.0,10369.0,9918.0,6.0,4.0,18631.0,9792.0,9792.0,10966.0,9085.0,4346.0,1.0,0.6087,,,4.0,,,4.0,0.4493,0.5942,0.133,0.17300000000000001,,,1,0.9194,0.0806,69.0,30.0
25,101462,526000,5260,1.0,1,1,2,2,1,1,5,12.0,34.772116,-86.573817,9.0,2.0,2.0,-2.0,0.2722,974.0,543.0,0.3337,0.5965,0.0246,0.0082,0.0113,0.0185,0.0062,0.4567,0.4696,0.0074,0.4394,1,,,,,,,14779.0,3384.0,6096.0,1292.0,4944.0,5583.0,0.3465,0.5763,0.1205,0.1395964467005,2.0,166.0,394.0,2.0,0.0,0.4555,0.0,,166.0,166.0,2,0.4435,0.5565,,0.0
26,101480,102000,1020,3.0,1,1,3,4,1,1,5,13.0,33.822128,-85.766644,18.0,13.0,13.0,-2.0,0.2584,7060.0,6491.0,0.6834,0.2382,0.0132,0.0055,0.0072,0.0,0.027999999999999997,0.7597,0.1893,0.0077,0.1989,1,,,,,,,20830.0,7092.0,13884.0,6447.0,7283.0,6801.0,0.6852,0.4428,,,2.0,,,2.0,0.6825,0.22,0.077,0.096,,,1,0.4285,0.5715,2631.0,2450.0
27,101499,102100,1021,2.0,1,1,2,2,1,1,5,32.0,31.101995000000002,-87.085829,4.0,2.0,2.0,-2.0,0.242,1033.0,1129.0,0.5857,0.2982,0.0077,0.0252,0.0252,0.0184,0.0397,0.6191,0.3357,0.0106,0.4424,1,,,,,,,9496.0,3968.0,7358.0,1178.0,5279.0,5504.0,0.5139,0.5765,0.1825,0.23794981412639002,2.0,274.0,538.0,2.0,0.0,0.406,0.0,,274.0,274.0,2,0.4327,0.5673,,0.0
28,101505,102200,1022,2.0,1,1,2,2,1,1,5,12.0,33.652439,-86.707387,5.0,1.0,3.0,-2.0,0.2784,7443.0,5652.0,0.6696,0.2246,0.0486,0.0183,0.0024,0.0301,0.0001,0.7551,0.1808,0.0057,0.605,1,,,,,,,13418.0,4320.0,7710.0,2708.0,4733.0,6026.0,0.3371,0.3372,0.0489,0.05720533281432,2.0,1268.0,2569.0,2.0,0.2101,0.3671,0.11599999999999999,0.16,1268.0,1268.0,2,0.3881,0.6119,1524.0,1104.0
29,101514,101300,1013,2.0,1,1,2,2,1,1,5,41.0,34.65428,-86.94913100000001,5.0,1.0,4.0,-2.0,0.2907,9380.0,7719.0,0.6528,0.19399999999999998,0.0435,0.0257,0.0182,0.0428,0.0162,0.7272,0.185,0.0135,0.5795,1,,,,,,,10052.0,4260.0,7650.0,3170.0,3706.0,6106.0,0.2719,0.3933,0.1266,0.13014998177178,2.0,1311.0,2743.0,2.0,0.3024,0.3688,0.18600000000000003,0.183,1311.0,1311.0,2,0.4334,0.5666,1770.0,1647.0
30,101541,102300,1023,3.0,1,1,3,3,2,1,5,43.0,32.630526,-87.31612700000001,21.0,9.0,7.0,54.0,0.25,376.0,321.0,0.7553,0.1622,0.016,0.0106,0.0053,0.0053,0.0319,0.8442,0.1371,0.0031,0.2926,1,11592.0,11673.0,11576.0,10871.0,54.0,16.0,28840.0,16258.0,16258.0,8101.0,11427.0,5715.0,1.0,0.4784,,,2.0,,,2.0,0.7205,0.2622,0.067,0.132,,,1,0.0319,0.9681,83.0,103.0
31,101569,105900,1059,1.0,1,1,2,2,1,1,5,12.0,33.451673,-86.89023399999999,5.0,2.0,3.0,-2.0,0.1422,2905.0,1673.0,0.1511,0.7384,0.0093,0.0055,0.0017,0.0072,0.0823,0.0197,0.9749,0.0006,0.3917,1,,,,,,,12597.0,4290.0,7710.0,1374.0,6161.0,5849.0,0.4048,0.7153,0.0952,0.14354630872482999,2.0,893.0,1937.0,2.0,0.0,0.4089,0.0,,893.0,893.0,2,0.4034,0.5966,,0.0
32,101587,102400,1024,3.0,1,1,3,4,1,1,5,43.0,32.59244,-88.186077,18.0,13.0,13.0,-2.0,0.1798,1916.0,1595.0,0.4421,0.4055,0.0224,0.0016,0.0016,0.013000000000000001,0.0527,0.5856,0.3969,0.0044,0.1174,1,,,,,,,17839.0,8018.0,14886.0,7928.0,7552.0,6146.0,0.5096,0.5323,,,2.0,,,2.0,0.6733,0.1786,0.064,0.078,,,1,0.441,0.5589999999999999,2220.0,1869.0
33,101602,898800,8988,1.0,1,1,2,2,1,1,5,41.0,31.322946999999996,-86.452262,7.0,3.0,2.0,-2.0,0.3384,1393.0,802.0,0.6920000000000001,0.2728,0.0122,0.0057,0.0043,0.0108,0.0,0.8404,0.1509,0.0037,0.2757,1,,,,,,,13423.0,4230.0,7620.0,1684.0,6246.0,5854.0,0.6216,0.5892,0.1936,0.19996135802469,2.0,377.0,810.0,2.0,0.0,0.2503,0.0,,377.0,377.0,2,0.379,0.621,,0.0
34,101648,102600,1026,2.0,1,1,2,2,1,1,5,43.0,32.622359,-87.317998,1.0,4.0,1.0,-2.0,0.0,433.0,175.0,0.5727,0.2263,0.1016,0.0346,0.0115,0.0323,0.0162,0.64,0.16,0.0914,0.0,1,,,,,,,16520.0,8778.0,14778.0,3286.0,5088.0,5916.0,0.76,0.37799999999999995,0.2694,0.260011,2.0,271.0,500.0,2.0,0.6244,0.0048,0.138,0.136,271.0,271.0,2,0.8129,0.1871,161.0,144.0
35,101675,102800,1028,3.0,1,1,3,3,2,1,5,21.0,33.481306,-86.90860500000001,22.0,11.0,11.0,55.0,0.0,1778.0,1502.0,0.0169,0.9719,0.0028,0.0,0.0,0.0056,0.0022,0.0,1.0,0.0,0.0371,1,16694.0,16128.0,16458.0,18043.0,392.0,283.0,22436.0,11604.0,11604.0,5202.0,5140.0,4404.0,0.736,0.8452,,,2.0,,,2.0,0.9244,0.1657,0.21899999999999997,0.168,,,1,0.5107,0.4893,853.0,765.0
36,101693,102900,1029,3.0,1,1,3,4,2,1,5,41.0,30.793246999999997,-88.128934,22.0,13.0,10.0,75.0,0.2525,1460.0,1764.0,0.6479,0.21100000000000002,0.0158,0.0048,0.0178,0.0233,0.0432,0.6264,0.1984,0.0096,0.1219,1,19017.0,16024.0,16235.0,17364.0,184.0,42.0,31220.0,19475.0,19475.0,9947.0,6766.0,4914.0,1.0,0.4909,,,2.0,,,2.0,0.7576,0.2782,0.024,0.062,,,1,0.35,0.65,574.0,532.0
37,101709,100400,1004,3.0,1,1,3,4,1,1,5,21.0,33.10625,-86.865099,19.0,13.0,10.0,-2.0,0.0964,2644.0,2557.0,0.7266,0.1384,0.031,0.0064,0.0061,0.0234,0.0545,0.8111,0.1392,0.006999999999999999,0.1085,1,,,,,,,22440.0,10660.0,21220.0,7568.0,7972.0,7437.0,0.6552,0.3972,,,2.0,,,2.0,0.5856,0.1203,0.071,0.10300000000000001,,,1,0.3343,0.6657,805.0,718.0
38,101736,569700,5697,2.0,1,1,2,2,1,1,5,13.0,34.739567,-87.67733,7.0,2.0,3.0,-2.0,0.3119,3304.0,3826.0,0.7912,0.125,0.0339,0.0036,0.0088,0.0012,0.0324,0.8288,0.1325,0.0052,0.434,1,,,,,,,11000.0,4231.0,7621.0,1624.0,5099.0,6132.0,0.561,0.5278,0.1151,0.12139433962264,2.0,756.0,1590.0,2.0,0.2455,0.2605,0.188,0.23199999999999998,756.0,756.0,2,0.4225,0.5775,852.0,821.0
39,101879,101600,1016,3.0,1,1,3,4,1,1,5,13.0,34.80658,-87.680999,18.0,13.0,12.0,-2.0,0.1631,5485.0,4944.0,0.7123,0.1384,0.0272,0.0047,0.0093,0.0235,0.0412,0.8113,0.1003,0.0065,0.1535,1,,,,,,,15494.0,7412.0,13268.0,6702.0,7218.0,7424.0,1.0,0.4051,,,2.0,,,2.0,0.6733,0.1503,0.10099999999999999,0.111,,,1,0.4257,0.5743,1532.0,1477.0
40,101897,103100,1031,2.0,1,1,2,2,1,1,5,42.0,34.545471,-85.911664,7.0,2.0,2.0,-2.0,0.2784,2225.0,1659.0,0.867,0.0225,0.0665,0.0054,0.0265,0.0054,0.0013,0.9102,0.0084,0.0066,0.4117,1,,,,,,,8145.0,4260.0,7650.0,1845.0,5637.0,6027.0,0.3846,0.5893,0.2855,0.26217865853657996,2.0,641.0,1312.0,2.0,0.0,0.27699999999999997,0.171,0.23199999999999998,641.0,641.0,2,0.3694,0.6306,396.0,403.0
41,101912,103300,1033,3.0,1,1,3,4,2,1,5,12.0,34.756628000000006,-86.66162800000001,22.0,10.0,11.0,95.0,0.1025,1878.0,1767.0,0.0059,0.8514,0.0234,0.0016,0.0059,0.0,0.0335,0.0119,0.7991,0.0074,0.0682,1,24992.0,22815.0,23268.0,25537.0,268.0,89.0,36064.0,16720.0,16720.0,11693.0,7701.0,5147.0,1.0,0.5062,,,2.0,,,2.0,0.7271,0.1472,0.077,0.125,,,1,0.4318,0.5682,540.0,519.0
42,101949,103400,1034,2.0,1,1,2,2,1,1,5,41.0,31.488925,-87.326352,4.0,3.0,2.0,-2.0,0.2,1180.0,1261.0,0.5441,0.4203,0.0059,0.0042,0.011000000000000001,0.0068,0.0068,0.6193,0.364,0.0024,0.2653,1,,,,,,,10708.0,4260.0,7650.0,1528.0,5962.0,5711.0,0.6599,0.5841,0.25,0.24182429906542002,2.0,424.0,856.0,2.0,0.0,0.1942,0.0,,424.0,424.0,2,0.3653,0.6347,,0.0
43,101958,2296000,22960,2.0,1,3,2,2,3,17,3,21.0,41.928952,-87.96292199999999,10.0,4.0,1.0,-2.0,0.7222,84.0,94.0,0.7976,0.131,0.0714,0.0,0.0,0.0,0.0,0.8723,0.0957,0.0106,0.0,1,21801.0,21854.0,21801.0,21538.0,6.0,5.0,27183.0,9685.0,9685.0,24156.0,9188.0,3750.0,,0.7857,0.1111,0.24391463414634001,2.0,9.0,123.0,4.0,0.9375,0.6569,0.102,0.057,9.0,9.0,2,0.0714,0.9286,157.0,147.0
44,101994,569200,5692,1.0,1,1,1,2,1,1,5,41.0,31.46071,-86.964486,8.0,2.0,1.0,-2.0,0.3851,425.0,706.0,0.5106,0.4588,0.0071,0.0024,0.0094,0.0071,0.0047,0.517,0.466,0.0042,0.3506,1,,,,,,,9158.0,4320.0,7710.0,1888.0,9032.0,5851.0,0.7647,0.5493,0.2411,0.29035806451612,2.0,112.0,217.0,2.0,0.0,0.4081,0.0,,112.0,112.0,2,0.3247,0.6753,,0.0
45,102030,103000,1030,2.0,1,1,2,2,1,1,5,12.0,30.693972,-88.05698199999999,8.0,2.0,3.0,-2.0,0.22899999999999998,2927.0,4058.0,0.2504,0.6709999999999999,0.0191,0.0157,0.0075,0.0123,0.0027,0.3529,0.5944,0.0037,0.3604,1,,,,,,,9955.0,4260.0,7650.0,1494.0,5895.0,5987.0,0.6456,0.6327,0.08800000000000001,0.09740389711613001,2.0,727.0,1283.0,2.0,0.0,0.3966,0.0,,727.0,727.0,2,0.3926,0.6074,,0.0
46,102049,103600,1036,3.0,1,1,3,4,2,1,5,21.0,33.464578,-86.790932,18.0,14.0,14.0,54.0,0.1799,3033.0,2870.0,0.8183,0.0656,0.06,0.0092,0.002,0.0115,0.0036,0.9115,0.062,0.0073,0.0409,1,26733.0,19621.0,21456.0,25848.0,317.0,56.0,40900.0,27324.0,27324.0,18352.0,14553.0,8367.0,0.997,0.1391,,,2.0,,,2.0,0.3385,0.0601,0.013000000000000001,0.006999999999999999,,,1,0.3508,0.6492,911.0,825.0
47,102058,4067300,40673,3.0,1,1,3,4,2,1,5,32.0,32.420358,-87.033826,24.0,7.0,6.0,54.0,0.0,472.0,,0.0106,0.9703,0.0,0.0,0.0,0.0042,0.0148,,,,0.25,1,9459.0,9421.0,9459.0,9756.0,185.0,164.0,12621.0,6680.0,6680.0,7596.0,6907.0,2989.0,0.8378,0.8247,,,2.0,,,2.0,0.8935,0.5017,0.069,0.142,,,1,0.4131,0.5869,105.0,43.0
48,102067,569100,5691,2.0,1,1,2,2,1,1,5,13.0,33.120531,-87.56148,8.0,2.0,3.0,-2.0,0.3144,4755.0,5330.0,0.5613,0.3466,0.0036,0.0084,0.004,0.0145,0.0599,0.6707,0.27,0.0066,0.5184,1,,,,,,,13426.0,3960.0,7350.0,2132.0,4615.0,5339.0,0.4414,0.4852,0.1163,0.09650063091482,2.0,662.0,1585.0,2.0,0.0,0.2297,0.0,,662.0,662.0,2,0.4446,0.5554,,0.0
49,102076,103800,1038,2.0,1,1,2,2,1,1,5,32.0,34.201246999999995,-86.16947900000001,1.0,3.0,2.0,-2.0,0.0913,2098.0,1579.0,0.7827,0.0648,0.0825,0.0076,0.0238,0.0,0.03,0.9512,0.0253,0.0057,0.2822,1,,,,,,,10376.0,4320.0,7710.0,2171.0,3230.0,6300.0,0.2695,0.5865,0.3159,0.31876198486122,2.0,592.0,1189.0,2.0,0.2889,0.2867,0.0,,592.0,592.0,2,0.3999,0.6001,,0.0
50,102094,105700,1057,3.0,1,1,3,4,1,1,5,12.0,30.695081,-88.18189,16.0,13.0,16.0,-2.0,0.3437,11267.0,9232.0,0.6149,0.2374,0.0276,0.0345,0.0065,0.0247,0.0149,0.7391,0.1515,0.0143,0.1942,1,,,,,,,18525.0,7188.0,14076.0,7295.0,10870.0,7195.0,0.6305,0.3906,,,2.0,,,2.0,0.5729,0.2343,0.048,0.075,,,1,0.4388,0.5612,3847.0,3512.0
51,102234,104100,1041,3.0,1,1,3,4,2,1,5,12.0,30.694751,-88.138199,21.0,14.0,11.0,30.0,0.0539,1215.0,1227.0,0.6733,0.1556,0.0626,0.0107,0.0074,0.0346,0.0337,0.7734,0.1353,0.0318,0.0305,1,19713.0,15608.0,16126.0,18093.0,320.0,90.0,44970.0,32468.0,32468.0,12082.0,7460.0,6071.0,0.6822,0.2307,,,2.0,,,2.0,0.6873,0.0712,0.055,0.066,,,1,0.3967,0.6033,420.0,358.0
52,102261,2270400,22704,3.0,1,1,3,3,2,1,5,21.0,33.378935,-86.749045,24.0,9.0,7.0,-2.0,0.0,170.0,52.0,0.6176,0.3118,0.0176,0.0059,0.0059,0.0059,0.0294,0.0,0.0,0.0,0.2294,1,13536.0,12887.0,12887.0,16133.0,15.0,12.0,17066.0,11370.0,11370.0,10634.0,4617.0,4554.0,0.875,0.6398,,,2.0,,,2.0,0.7702,0.5466,0.076,0.048,,,1,0.5529,0.4471,83.0,92.0
53,102270,104400,1044,3.0,1,1,3,3,2,1,5,13.0,33.199228000000005,-87.58524200000001,21.0,11.0,8.0,66.0,0.0263,1056.0,1530.0,0.0748,0.9034,0.017,0.0019,0.0,0.0,0.0009,0.0157,0.9797,0.0,0.1061,1,17002.0,15838.0,16250.0,19243.0,153.0,103.0,26185.0,15865.0,15865.0,21345.0,9567.0,4597.0,1.0,0.8436,,,2.0,,,2.0,0.8992,0.0533,0.149,0.187,,,1,0.5398,0.4602,442.0,414.0
